puzzle,current_name,legacy_names,current_key,current_point,best_transform_index,best_point,point_delta,best_existing_key,best_effect_name,proposed_source_name,moved_count,orientation_count,move_count,moves
rubiks-7,C2[DBL>FDL]+EAll2[RF>BU],,C2[DBL>FDL]+EAll2[RF>BU]#00,2711.5,0,2711.5,0.0,C2[DBL>FDL]+EAll2[RF>BU]#00,C2[DBL>FDL]+EAll2[RF>BU],C2[DBL>FDL]+EAll2[RF>BU],28,4,24,U' L U' D F2 U D' L' U2 F2 U2 F U2 F' U2 F U2 L2 F L2 F U2 F2 U
rubiks-7,C2[DBL>FDL]+EAll2[RF>FU],,C2[DBL>FDL]+EAll2[RF>FU]#00,2711.5,0,2711.5,0.0,C2[DBL>FDL]+EAll2[RF>FU]#00,C2[DBL>FDL]+EAll2[RF>FU],C2[DBL>FDL]+EAll2[RF>FU],52,4,24,U L U' D F2 D' U L' U2 B2 U2 B' U2 B U2 B' U2 L2 B' L2 B' U2 B2 U'
rubiks-7,C2[DBL>FDL]+EAll2s[RF<>UB],,C2[DBL>FDL]+EAll2s[RF<>UB]#00,2711.5,0,2711.5,0.0,C2[DBL>FDL]+EAll2s[RF<>UB]#00,C2[DBL>FDL]+EAll2s[RF<>UB],C2[DBL>FDL]+EAll2s[RF<>UB],52,2,23,D2 F R2 B' D2 B D2 F2 R2 F' R2 F R2 D2 F2 U2 F U2 L2 D2 B D2 L2
rubiks-7,C2[DBL>FDL]+EAll2s[RF<>UF],,C2[DBL>FDL]+EAll2s[RF<>UF]#00,2711.5,0,2711.5,0.0,C2[DBL>FDL]+EAll2s[RF<>UF]#00,C2[DBL>FDL]+EAll2s[RF<>UF],C2[DBL>FDL]+EAll2s[RF<>UF],100,2,23,D2 F R2 B' D2 B D2 F2 R2 F' R2 F R2 D2 F2 D2 B R2 D2 L2 F U2 L2
rubiks-7,C2[DBL>FUR]+CtrCore4[B>L>F>R]~v01,,C2[DBL>FUR]+CtrCore4[B>L>F>R]~v01#00,6.5,0,6.5,0.0,C2[DBL>FUR]+CtrCore4[B>L>F>R]~v01#00,C2[DBL>FUR]+CtrCore4[B>L>F>R],C2[DBL>FUR]+CtrCore4[B>L>F>R]~v01,62,2,40,U2 B' U2 R2 D' F' D R2 U' B U 2D2 3D2 F2 L2 2D2 3D2 L2 F2 2D2 3D2 E R E R' E R' E R E2 R' E R2 B2 E' R' E' R B2 R'
rubiks-7,C2[DBL>FUR]+CtrCore4[B>L>F>R]~v02,,C2[DBL>FUR]+CtrCore4[B>L>F>R]~v02#00,6.5,0,6.5,0.0,C2[DBL>FUR]+CtrCore4[B>L>F>R]~v02#00,C2[DBL>FUR]+CtrCore4[B>L>F>R],C2[DBL>FUR]+CtrCore4[B>L>F>R]~v02,62,2,40,U' B' U R2 D' F D R2 U2 B U2 2D2 3D2 F2 L2 2D2 3D2 L2 F2 2D2 3D2 E R E R' E R' E R E2 R' E R2 B2 E' R' E' R B2 R'
rubiks-7,C2[DBL>FUR]+CtrCore4[B>R>F>L]+CtrObl32p[16x2]+CtrPlus32p[16x2]+CtrX32p[16x2],,C2[DBL>FUR]+CtrCore4[B>R>F>L]+CtrObl32p[16x2]+CtrPlus32p[16x2]+CtrX32p[16x2]#00,82806.5,0,82806.5,0.0,C2[DBL>FUR]+CtrCore4[B>R>F>L]+CtrObl32p[16x2]+CtrPlus32p[16x2]+CtrX32p[16x2]#00,C2[DBL>FUR]+CtrCore4[B>R>F>L]+CtrObl32p[16x2]+CtrPlus32p[16x2]+CtrX32p[16x2],C2[DBL>FUR]+CtrCore4[B>R>F>L]+CtrObl32p[16x2]+CtrPlus32p[16x2]+CtrX32p[16x2],102,2,35,B' D' L' U' L D U' F' U F U B U' D y R B R' B' D' R' D' R2 F' R2 F D2 F2 L B' L' F2 L B L'
rubiks-7,C2[DBL>FUR]+EAll2[FL>BU],,C2[DBL>FUR]+EAll2[FL>BU]#00,2712.5,0,2712.5,0.0,C2[DBL>FUR]+EAll2[FL>BU]#00,C2[DBL>FUR]+EAll2[FL>BU],C2[DBL>FUR]+EAll2[FL>BU],100,4,19,D F D' L2 U B' U' L2 D2 F' D2 U2 L2 D2 B' R2 D2 L2 F'
rubiks-7,C2[DBL>FUR]+EAll2[RF>FU],,C2[DBL>FUR]+EAll2[RF>FU]#00,2712.5,0,2712.5,0.0,C2[DBL>FUR]+EAll2[RF>FU]#00,C2[DBL>FUR]+EAll2[RF>FU],C2[DBL>FUR]+EAll2[RF>FU],28,4,17,D2 R U R' D2 R U' B2 L U L' B2 R D' R D R
rubiks-7,C2[DBL>FUR]+EAll2s[FL<>UB],,C2[DBL>FUR]+EAll2s[FL<>UB]#00,2712.5,0,2712.5,0.0,C2[DBL>FUR]+EAll2s[FL<>UB]#00,C2[DBL>FUR]+EAll2s[FL<>UB],C2[DBL>FUR]+EAll2s[FL<>UB],28,2,28,L U2 L2 R2 D L2 D' L2 R2 U L2 U L' R' D B' D' B D B D2 R' D B D B' D' R2
rubiks-7,C2[DBL>FUR]+EAll2s[RF<>UF],,C2[DBL>FUR]+EAll2s[RF<>UF]#00,2712.5,0,2712.5,0.0,C2[DBL>FUR]+EAll2s[RF<>UF]#00,C2[DBL>FUR]+EAll2s[RF<>UF],C2[DBL>FUR]+EAll2s[RF<>UF],28,2,10,L2 U2 B' U' B U' L2 D F' D'
rubiks-7,C2[DBL>FUR]+ME2s[FL<>RF],,C2[DBL>FUR]+ME2s[FL<>RF]#00,102.5,0,102.5,0.0,C2[DBL>FUR]+ME2s[FL<>RF]#00,C2[DBL>FUR]+ME2s[FL<>RF],C2[DBL>FUR]+ME2s[FL<>RF],48,2,32,D2 L' F D' 2F2 3F2 D2 L2 2F2 3F2 L2 D2 2F2 3F2 D' L' D L D F' D2 L D L D' L' D F D F' L D2
rubiks-7,C2[DBL>FUR]+ME2s[FL<>UB],,C2[DBL>FUR]+ME2s[FL<>UB]#00,72.5,0,72.5,0.0,C2[DBL>FUR]+ME2s[FL<>UB]#00,C2[DBL>FUR]+ME2s[FL<>UB],C2[DBL>FUR]+ME2s[FL<>UB],68,2,35,x' L' R y U' D U2 L' D' 2L2 3L2 D2 B2 2L2 3L2 B2 D2 2L2 3L2 L' D L' F2 R U' R' F2 L' U2 D' U y' R' L x
rubiks-7,C2[DBL>LUF]+ME2[FL>FR]~v01,,C2[DBL>LUF]+ME2[FL>FR]~v01#00,102.5,0,102.5,0.0,C2[DBL>LUF]+ME2[FL>FR]~v01#00,C2[DBL>LUF]+ME2[FL>FR],C2[DBL>LUF]+ME2[FL>FR]~v01,68,4,20,2D2 3D2 L2 F2 2D2 3D2 F2 L2 2D2 3D2 L D' B2 U R' U' B2 D2 L' D'
rubiks-7,C2[DBL>LUF]+ME2[FL>FR]~v02,,C2[DBL>LUF]+ME2[FL>FR]~v02#00,102.5,0,102.5,0.0,C2[DBL>LUF]+ME2[FL>FR]~v02#00,C2[DBL>LUF]+ME2[FL>FR],C2[DBL>LUF]+ME2[FL>FR]~v02,68,4,20,2D2 3D2 L2 F2 2D2 3D2 F2 L2 2D2 3D2 D L D2 B2 U R U' B2 D L'
rubiks-7,C2[DBL>RFU]+ME2[FL>LU],,C2[DBL>RFU]+ME2[FL>LU]#00,72.5,0,72.5,0.0,C2[DBL>RFU]+ME2[FL>LU]#00,C2[DBL>RFU]+ME2[FL>LU],C2[DBL>RFU]+ME2[FL>LU],68,4,33,y' U D' z F' B' U' B' 2U2 3U2 B2 R2 2U2 3U2 R2 B2 2U2 3U2 U' B U' L2 D F' D' L2 U' B F z' D U' y
rubiks-7,C2[DBL>RFU]+ME2s[FL<>RF],,C2[DBL>RFU]+ME2s[FL<>RF]#00,102.5,0,102.5,0.0,C2[DBL>RFU]+ME2s[FL<>RF]#00,C2[DBL>RFU]+ME2s[FL<>RF],C2[DBL>RFU]+ME2s[FL<>RF],68,2,25,D2 L' F D' 2F2 3F2 D2 L2 2F2 3F2 L2 D2 2F2 3F2 F' D F' R2 B U' B' R2 F L D2
rubiks-7,C2[DBL>RUB]+EAll2[FL>FR],,C2[DBL>RUB]+EAll2[FL>FR]#00,3781.5,0,3781.5,0.0,C2[DBL>RUB]+EAll2[FL>FR]#00,C2[DBL>RUB]+EAll2[FL>FR],C2[DBL>RUB]+EAll2[FL>FR],76,4,15,B2 U2 D2 F2 U2 R D' F2 U L' U' F2 D2 R' D
rubiks-7,C2[DFR>FUR]+CtrCore4[B>L>F>R]+CtrObl32p[16x2]+CtrPlus32p[16x2]+CtrX32p[16x2],,C2[DFR>FUR]+CtrCore4[B>L>F>R]+CtrObl32p[16x2]+CtrPlus32p[16x2]+CtrX32p[16x2]#00,82807,0,82807,0,C2[DFR>FUR]+CtrCore4[B>L>F>R]+CtrObl32p[16x2]+CtrPlus32p[16x2]+CtrX32p[16x2]#00,C2[DFR>FUR]+CtrCore4[B>L>F>R]+CtrObl32p[16x2]+CtrPlus32p[16x2]+CtrX32p[16x2],C2[DFR>FUR]+CtrCore4[B>L>F>R]+CtrObl32p[16x2]+CtrPlus32p[16x2]+CtrX32p[16x2],102,2,33,R' U' R' U y' D' R U R F' U D' L D L D' L' D U' F D F' D' R2 B R B' R D2 L' F L D2
rubiks-7,C2[DFR>FUR]+CtrCore4[B>R>F>L]~v01,,C2[DFR>FUR]+CtrCore4[B>R>F>L]~v01#00,7,0,7,0,C2[DFR>FUR]+CtrCore4[B>R>F>L]~v01#00,C2[DFR>FUR]+CtrCore4[B>R>F>L],C2[DFR>FUR]+CtrCore4[B>R>F>L]~v01,78,2,39,U F' U L2 D' B D L2 U2 F 2U2 3U2 F2 R2 2U2 3U2 R2 F2 2U2 3U2 E' L E' L' E' L' E' L E2 L' E' L2 B2 E L' E L B2 L'
rubiks-7,C2[DFR>FUR]+CtrCore4[B>R>F>L]~v02,,C2[DFR>FUR]+CtrCore4[B>R>F>L]~v02#00,7,0,7,0,C2[DFR>FUR]+CtrCore4[B>R>F>L]~v02#00,C2[DFR>FUR]+CtrCore4[B>R>F>L],C2[DFR>FUR]+CtrCore4[B>R>F>L]~v02,78,2,39,F' U2 L2 D' B' D L2 U' F U' 2U2 3U2 F2 R2 2U2 3U2 R2 F2 2U2 3U2 E' L E' L' E' L' E' L E2 L' E' L2 B2 E L' E L B2 L'
rubiks-7,C2[DFR>FUR]+EAll2[FL>FR],,C2[DFR>FUR]+EAll2[FL>FR]#00,3783,0,3783,0,C2[DFR>FUR]+EAll2[FL>FR]#00,C2[DFR>FUR]+EAll2[FL>FR],C2[DFR>FUR]+EAll2[FL>FR],28,4,14,R' F' R F R U' R2 F R F R' F' R U
rubiks-7,C2[DFR>FUR]+EAll2[RF>LU],,C2[DFR>FUR]+EAll2[RF>LU]#00,2713,0,2713,0,C2[DFR>FUR]+EAll2[RF>LU]#00,C2[DFR>FUR]+EAll2[RF>LU],C2[DFR>FUR]+EAll2[RF>LU],28,4,15,R2 U R' U' R' F R2 U' R' U' R U R' F' R'
rubiks-7,C2[DFR>FUR]+EAll2s[FL<>RF],,C2[DFR>FUR]+EAll2s[FL<>RF]#00,3783,0,3783,0,C2[DFR>FUR]+EAll2s[FL<>RF]#00,C2[DFR>FUR]+EAll2s[FL<>RF],C2[DFR>FUR]+EAll2s[FL<>RF],28,2,12,R U' R' U2 F' U' R' F' R U F U'
rubiks-7,C2[DFR>FUR]+ME2[FL>FR],,C2[DFR>FUR]+ME2[FL>FR]#00,103,0,103,0,C2[DFR>FUR]+ME2[FL>FR]#00,C2[DFR>FUR]+ME2[FL>FR],C2[DFR>FUR]+ME2[FL>FR],48,4,24,2U2 3U2 R2 F2 2U2 3U2 F2 R2 2U2 3U2 R' F' R F R U' R2 F R F R' F' R U
rubiks-7,C2[DFR>FUR]+ME2[RF>LU],,C2[DFR>FUR]+ME2[RF>LU]#00,73,0,73,0,C2[DFR>FUR]+ME2[RF>LU]#00,C2[DFR>FUR]+ME2[RF>LU],C2[DFR>FUR]+ME2[RF>LU],48,4,26,R 2F2 3F2 R2 U2 2F2 3F2 U2 R2 2F2 3F2 R U R' U' R' F R2 U' R' U' R U R' F' R'
rubiks-7,C2[DFR>LUF]+CtrCore4[B>L>F>R]+CtrObl32p[16x2]+CtrPlus32p[16x2]+CtrX32p[16x2],,C2[DFR>LUF]+CtrCore4[B>L>F>R]+CtrObl32p[16x2]+CtrPlus32p[16x2]+CtrX32p[16x2]#00,82807,0,82807,0,C2[DFR>LUF]+CtrCore4[B>L>F>R]+CtrObl32p[16x2]+CtrPlus32p[16x2]+CtrX32p[16x2]#00,C2[DFR>LUF]+CtrCore4[B>L>F>R]+CtrObl32p[16x2]+CtrPlus32p[16x2]+CtrX32p[16x2],C2[DFR>LUF]+CtrCore4[B>L>F>R]+CtrObl32p[16x2]+CtrPlus32p[16x2]+CtrX32p[16x2],102,2,33,R' U' R' y' U D' R U R F' D' U L U' D L D' L' D F D F' D' R2 B R B' R D2 L' F L D2
rubiks-7,C2[DFR>LUF]+CtrCore4[B>R>F>L]~v01,,C2[DFR>LUF]+CtrCore4[B>R>F>L]~v01#00,7,0,7,0,C2[DFR>LUF]+CtrCore4[B>R>F>L]~v01#00,C2[DFR>LUF]+CtrCore4[B>R>F>L],C2[DFR>LUF]+CtrCore4[B>R>F>L]~v01,78,2,39,2U2 3U2 F2 R2 2U2 3U2 R2 F2 2U2 3U2 F' U L2 D' B D L2 U2 F U E' L E' L' E' L' E' L E2 L' E' L2 B2 E L' E L B2 L'
rubiks-7,C2[DFR>LUF]+CtrCore4[B>R>F>L]~v02,,C2[DFR>LUF]+CtrCore4[B>R>F>L]~v02#00,7,0,7,0,C2[DFR>LUF]+CtrCore4[B>R>F>L]~v02#00,C2[DFR>LUF]+CtrCore4[B>R>F>L],C2[DFR>LUF]+CtrCore4[B>R>F>L]~v02,78,2,39,2U2 3U2 F2 R2 2U2 3U2 R2 F2 2U2 3U2 U' F' U2 L2 D' B' D L2 U' F E' L E' L' E' L' E' L E2 L' E' L2 B2 E L' E L B2 L'
rubiks-7,C2[DFR>LUF]+ME2[FL>FR]~v01,,C2[DFR>LUF]+ME2[FL>FR]~v01#00,103,0,103,0,C2[DFR>LUF]+ME2[FL>FR]~v01#00,C2[DFR>LUF]+ME2[FL>FR],C2[DFR>LUF]+ME2[FL>FR]~v01,48,4,21,D' L D2 B2 U R U' B2 D L' D2 2U2 3U2 R2 F2 2U2 3U2 F2 R2 2U2 3U2
rubiks-7,C2[DFR>LUF]+ME2[FL>FR]~v02,,C2[DFR>LUF]+ME2[FL>FR]~v02#00,103,0,103,0,C2[DFR>LUF]+ME2[FL>FR]~v02#00,C2[DFR>LUF]+ME2[FL>FR],C2[DFR>LUF]+ME2[FL>FR]~v02,48,4,21,D2 L D' B2 U R' U' B2 D2 L' D 2U2 3U2 R2 F2 2U2 3U2 F2 R2 2U2 3U2
rubiks-7,C2[DFR>RFU]+EAll2[FL>FR],,C2[DFR>RFU]+EAll2[FL>FR]#00,3783,0,3783,0,C2[DFR>RFU]+EAll2[FL>FR]#00,C2[DFR>RFU]+EAll2[FL>FR],C2[DFR>RFU]+EAll2[FL>FR],28,4,10,U' R U' B2 D L' D' B2 U2 R'
rubiks-7,C2[DFR>RFU]+EAll2[RF>LU],,C2[DFR>RFU]+EAll2[RF>LU]#00,2713,0,2713,0,C2[DFR>RFU]+EAll2[RF>LU]#00,C2[DFR>RFU]+EAll2[RF>LU],C2[DFR>RFU]+EAll2[RF>LU],28,4,10,R F R' F D2 B' L B D2 F2
rubiks-7,C2[DFR>RFU]+ME2[FL>FR]~v01,,C2[DFR>RFU]+ME2[FL>FR]~v01#00,103,0,103,0,C2[DFR>RFU]+ME2[FL>FR]~v01#00,C2[DFR>RFU]+ME2[FL>FR],C2[DFR>RFU]+ME2[FL>FR]~v01,68,4,20,U' R U' B2 D L' D' B2 U2 R' 2U2 3U2 R2 F2 2U2 3U2 F2 R2 2U2 3U2
rubiks-7,C2[DFR>RFU]+ME2[FL>FR]~v02,,C2[DFR>RFU]+ME2[FL>FR]~v02#00,103,0,103,0,C2[DFR>RFU]+ME2[FL>FR]~v02#00,C2[DFR>RFU]+ME2[FL>FR],C2[DFR>RFU]+ME2[FL>FR]~v02,68,4,20,R U2 B2 D L D' B2 U R' U 2U2 3U2 R2 F2 2U2 3U2 F2 R2 2U2 3U2
rubiks-7,C2[DFR>RFU]+ME2[RF>LU],,C2[DFR>RFU]+ME2[RF>LU]#00,73,0,73,0,C2[DFR>RFU]+ME2[RF>LU]#00,C2[DFR>RFU]+ME2[RF>LU],C2[DFR>RFU]+ME2[RF>LU],68,4,20,R 2F2 3F2 R2 U2 2F2 3F2 U2 R2 2F2 3F2 F R' F D2 B' L B D2 F2
rubiks-7,C2[DLF>BRU]+EAll2[FL>BU],,C2[DLF>BRU]+EAll2[FL>BU]#00,2712,0,2712,0,C2[DLF>BRU]+EAll2[FL>BU]#00,C2[DLF>BRU]+EAll2[FL>BU],C2[DLF>BRU]+EAll2[FL>BU],28,4,14,U B' U R2 D' F D R2 F U2 B U2 F' U2
rubiks-7,C2[DLF>BRU]+EAll2s[FL<>UB],,C2[DLF>BRU]+EAll2s[FL<>UB]#00,2712,0,2712,0,C2[DLF>BRU]+EAll2s[FL<>UB]#00,C2[DLF>BRU]+EAll2s[FL<>UB],C2[DLF>BRU]+EAll2s[FL<>UB],28,2,18,U2 L D L' U2 L D' L2 F2 R U R' F2 L D' L D L'
rubiks-7,C2[DLF>BRU]+ME2s[FL<>UB],,C2[DLF>BRU]+ME2s[FL<>UB]#00,72,0,72,0,C2[DLF>BRU]+ME2s[FL<>UB]#00,C2[DLF>BRU]+ME2s[FL<>UB],C2[DLF>BRU]+ME2s[FL<>UB],68,2,23,U2 L D 2L2 3L2 D2 F2 2L2 3L2 F2 D2 2L2 3L2 L D' L B2 R' U R B2 L U2
rubiks-7,C2[DLF>FLU]+EAll2[BR>LF]~v01,,C2[DLF>FLU]+EAll2[BR>LF]~v01#00,3373,0,3373,0,C2[DLF>FLU]+EAll2[BR>LF]~v01#00,C2[DLF>FLU]+EAll2[BR>LF],C2[DLF>FLU]+EAll2[BR>LF]~v01,28,4,12,L2 B L B' L' D' B D L U' L U
rubiks-7,C2[DLF>FLU]+EAll2[BR>LF]~v02,,C2[DLF>FLU]+EAll2[BR>LF]~v02#00,3373,0,3373,0,C2[DLF>FLU]+EAll2[BR>LF]~v02#00,C2[DLF>FLU]+EAll2[BR>LF],C2[DLF>FLU]+EAll2[BR>LF]~v02,28,4,22,L D B' D' L' D' L D L B' L2 D L D L' D' L B D B D' L'
rubiks-7,C2[DLF>FLU]+EAll2s[BR<>FL],,C2[DLF>FLU]+EAll2s[BR<>FL]#00,3373,0,3373,0,C2[DLF>FLU]+EAll2s[BR<>FL]#00,C2[DLF>FLU]+EAll2s[BR<>FL],C2[DLF>FLU]+EAll2s[BR<>FL],28,2,11,F2 U F' U L2 D' B D L2 U2 F'
rubiks-7,C2[DLF>FLU]+EAll2s[FL<>UB],,C2[DLF>FLU]+EAll2s[FL<>UB]#00,2713,0,2713,0,C2[DLF>FLU]+EAll2s[FL<>UB]#00,C2[DLF>FLU]+EAll2s[FL<>UB],C2[DLF>FLU]+EAll2s[FL<>UB],28,2,11,L D' L' D L' F2 R U' R' F2 L
rubiks-7,C2[DLF>FLU]+ME2[BR>LF]~v01,,C2[DLF>FLU]+ME2[BR>LF]~v01#00,93,0,93,0,C2[DLF>FLU]+ME2[BR>LF]~v01#00,C2[DLF>FLU]+ME2[BR>LF],C2[DLF>FLU]+ME2[BR>LF]~v01,68,4,26,B L D' L' D L' F2 R U' R' F2 L2 D' 2L2 3L2 D2 B2 2L2 3L2 B2 D2 2L2 3L2 D L' B'
rubiks-7,C2[DLF>FLU]+ME2[BR>LF]~v02,,C2[DLF>FLU]+ME2[BR>LF]~v02#00,93,0,93,0,C2[DLF>FLU]+ME2[BR>LF]~v02#00,C2[DLF>FLU]+ME2[BR>LF],C2[DLF>FLU]+ME2[BR>LF]~v02,48,4,32,L D B' D' 2B2 3B2 L2 D2 2B2 3B2 D2 L2 2B2 3B2 L' D' L D L B' L2 D L D L' D' L B D B D' L'
rubiks-7,C2[DLF>FLU]+ME2s[BR<>FL],,C2[DLF>FLU]+ME2s[BR<>FL]#00,93,0,93,0,C2[DLF>FLU]+ME2s[BR<>FL]#00,C2[DLF>FLU]+ME2s[BR<>FL],C2[DLF>FLU]+ME2s[BR<>FL],68,2,22,F2 U F' U L2 D' B D L2 U2 F 2U2 3U2 F2 R2 2U2 3U2 R2 F2 2U2 3U2 F2
rubiks-7,C2[DLF>FLU]+ME2s[FL<>RF],,C2[DLF>FLU]+ME2s[FL<>RF]#00,103,0,103,0,C2[DLF>FLU]+ME2s[FL<>RF]#00,C2[DLF>FLU]+ME2s[FL<>RF],C2[DLF>FLU]+ME2s[FL<>RF],48,2,30,R' F U' 2F2 3F2 U2 R2 2F2 3F2 R2 U2 2F2 3F2 U' R' U R U F' U2 R U R U' R' U F U F' R
rubiks-7,C2[DLF>FLU]+ME2s[FL<>UB],,C2[DLF>FLU]+ME2s[FL<>UB]#00,73,0,73,0,C2[DLF>FLU]+ME2s[FL<>UB]#00,C2[DLF>FLU]+ME2s[FL<>UB],C2[DLF>FLU]+ME2s[FL<>UB],68,2,21,L D' 2L2 3L2 D2 B2 2L2 3L2 B2 D2 2L2 3L2 L' D L' F2 R U' R' F2 L
rubiks-7,C2[DLF>LUF]+EAll2s[BR<>FL],,C2[DLF>LUF]+EAll2s[BR<>FL]#00,3373,0,3373,0,C2[DLF>LUF]+EAll2s[BR<>FL]#00,C2[DLF>LUF]+EAll2s[BR<>FL],C2[DLF>LUF]+EAll2s[BR<>FL],28,2,15,F' R F' R' F' U F2 R' F' R' F R F' U' F2
rubiks-7,C2[DLF>LUF]+EAll2s[FL<>RF],,C2[DLF>LUF]+EAll2s[FL<>RF]#00,3783,0,3783,0,C2[DLF>LUF]+EAll2s[FL<>RF]#00,C2[DLF>LUF]+EAll2s[FL<>RF],C2[DLF>LUF]+EAll2s[FL<>RF],28,2,14,D U' R U' R' U2 F' U' R' F' R U F D'
rubiks-7,C2[DLF>LUF]+EAll2s[FL<>UB],,C2[DLF>LUF]+EAll2s[FL<>UB]#00,2713,0,2713,0,C2[DLF>LUF]+EAll2s[FL<>UB]#00,C2[DLF>LUF]+EAll2s[FL<>UB],C2[DLF>LUF]+EAll2s[FL<>UB],28,2,17,L D2 B' D B D L' D2 B D B D' B' D L D L'
rubiks-7,C2[DLF>LUF]+ME2s[BR<>FL],,C2[DLF>LUF]+ME2s[BR<>FL]#00,93,0,93,0,C2[DLF>LUF]+ME2s[BR<>FL]#00,C2[DLF>LUF]+ME2s[BR<>FL],C2[DLF>LUF]+ME2s[BR<>FL],48,2,26,F2 2U2 3U2 F2 R2 2U2 3U2 R2 F2 2U2 3U2 F R F' R' F' U F2 R' F' R' F R F' U' F2
rubiks-7,C2[DLF>LUF]+ME2s[FL<>RF],,C2[DLF>LUF]+ME2s[FL<>RF]#00,103,0,103,0,C2[DLF>LUF]+ME2s[FL<>RF]#00,C2[DLF>LUF]+ME2s[FL<>RF],C2[DLF>LUF]+ME2s[FL<>RF],68,2,23,R' F U' 2F2 3F2 U2 R2 2F2 3F2 R2 U2 2F2 3F2 F' U F' L2 B D' B' L2 F R
rubiks-7,C2[DLF>LUF]+ME2s[FL<>UB],,C2[DLF>LUF]+ME2s[FL<>UB]#00,73,0,73,0,C2[DLF>LUF]+ME2s[FL<>UB]#00,C2[DLF>LUF]+ME2s[FL<>UB],C2[DLF>LUF]+ME2s[FL<>UB],48,2,28,L D' 2L2 3L2 D2 B2 2L2 3L2 B2 D2 2L2 3L2 D' B' D B D L' D2 B D B D' B' D L D L'
rubiks-7,C2[DLF>RUB]+ME2s[FL<>UR],,C2[DLF>RUB]+ME2s[FL<>UR]#00,72,0,72,0,C2[DLF>RUB]+ME2s[FL<>UR]#00,C2[DLF>RUB]+ME2s[FL<>UR],C2[DLF>RUB]+ME2s[FL<>UR],68,2,22,U2 F2 R 2F2 3F2 R2 U2 2F2 3F2 U2 R2 2F2 3F2 F R' F D2 B' L B D2 U2
rubiks-7,C2[DRB>BDR;UFL>FLU],,C2[DRB>BDR;UFL>FLU]#00,2.5,0,2.5,0.0,C2[DRB>BDR;UFL>FLU]#00,C2[DRB>BDR;UFL>FLU],C2[DRB>BDR;UFL>FLU],2,2,12,L D2 L' B U2 B' L D2 L' B U2 B'
rubiks-7,C2[DRB>FLU]+EAll2[FL>FR],,C2[DRB>FLU]+EAll2[FL>FR]#00,3782.5,0,3782.5,0.0,C2[DRB>FLU]+EAll2[FL>FR]#00,C2[DRB>FLU]+EAll2[FL>FR],C2[DRB>FLU]+EAll2[FL>FR],28,4,14,D2 L D' B2 U R' U' B2 D' R D' L' D R'
rubiks-7,C2[DRB>FLU]+EAll2s[FL<>RF],,C2[DRB>FLU]+EAll2s[FL<>RF]#00,3782.5,0,3782.5,0.0,C2[DRB>FLU]+EAll2s[FL<>RF]#00,C2[DRB>FLU]+EAll2s[FL<>RF],C2[DRB>FLU]+EAll2s[FL<>RF],28,2,26,F D F' U' F D' F' U R' B' R F' R' B R2 F' R' F D' L' F' L D R F R'
rubiks-7,C2[DRB>FLU]+ME2[FL>FR]~v01,,C2[DRB>FLU]+ME2[FL>FR]~v01#00,102.5,0,102.5,0.0,C2[DRB>FLU]+ME2[FL>FR]~v01#00,C2[DRB>FLU]+ME2[FL>FR],C2[DRB>FLU]+ME2[FL>FR]~v01,68,4,24,D2 L D' B2 U R' U' B2 D' R D' L' D R' 2D2 3D2 L2 F2 2D2 3D2 F2 L2 2D2 3D2
rubiks-7,C2[DRB>FLU]+ME2[FL>FR]~v02,,C2[DRB>FLU]+ME2[FL>FR]~v02#00,102.5,0,102.5,0.0,C2[DRB>FLU]+ME2[FL>FR]~v02#00,C2[DRB>FLU]+ME2[FL>FR],C2[DRB>FLU]+ME2[FL>FR]~v02,68,4,24,R D' L D R' D B2 U R U' B2 D L' D2 2D2 3D2 L2 F2 2D2 3D2 F2 L2 2D2 3D2
rubiks-7,C2[DRB>FLU]+ME2s[FL<>UF],,C2[DRB>FLU]+ME2s[FL<>UF]#00,72.5,0,72.5,0.0,C2[DRB>FLU]+ME2s[FL<>UF]#00,C2[DRB>FLU]+ME2s[FL<>UF],C2[DRB>FLU]+ME2s[FL<>UF],68,2,23,D2 L D 2L2 3L2 D2 F2 2L2 3L2 F2 D2 2L2 3L2 L D' L B2 R' U R B2 L D2
rubiks-7,C2[DRB>FLU]+ME2s[RF<>UB],,C2[DRB>FLU]+ME2s[RF<>UB]#00,72.5,0,72.5,0.0,C2[DRB>FLU]+ME2s[RF<>UB]#00,C2[DRB>FLU]+ME2s[RF<>UB],C2[DRB>FLU]+ME2s[RF<>UB],68,2,34,y' U D' x' R L' R2 U2 B' 2U2 3U2 B2 R2 2U2 3U2 R2 B2 2U2 3U2 U' B U' L2 D F' D' L2 R2 L R' x D U' y
rubiks-7,C2[DRB>LUF]+CtrCore4[B>L>F>R]~v01,,C2[DRB>LUF]+CtrCore4[B>L>F>R]~v01#00,6.5,0,6.5,0.0,C2[DRB>LUF]+CtrCore4[B>L>F>R]~v01#00,C2[DRB>LUF]+CtrCore4[B>L>F>R],C2[DRB>LUF]+CtrCore4[B>L>F>R]~v01,78,2,43,D2 F' D R2 U' B U R2 D B' D F D' B 2D2 3D2 F2 L2 2D2 3D2 L2 F2 2D2 3D2 E R E R' E R' E R E2 R' E R2 B2 E' R' E' R B2 R'
